"","x"
"1",0.095
"2",0.0983333333333333
"3",0.103333333333333
"4",0.095
"5",0.101666666666667
"6",0.101666666666667
"7",0.095
"8",0.101666666666667
"9",0.1
"10",0.1
"11",0.1
"12",0.1
"13",0.1
"14",0.101666666666667
"15",0.101666666666667
"16",0.101666666666667
"17",0.1
"18",0.101666666666667
"19",0.1
"20",0.101666666666667
"21",0.101666666666667
"22",0.1
"23",0.1
"24",0.0983333333333333
"25",0.1
"26",0.1
"27",0.1
"28",0.095
"29",0.0983333333333333
"30",0.103333333333333
"31",0.095
"32",0.101666666666667
"33",0.101666666666667
"34",0.095
"35",0.101666666666667
"36",0.1
"37",0.1
"38",0.1
"39",0.1
"40",0.1
"41",0.101666666666667
"42",0.101666666666667
"43",0.101666666666667
"44",0.1
"45",0.101666666666667
"46",0.1
"47",0.101666666666667
"48",0.101666666666667
"49",0.1
"50",0.1
"51",0.0983333333333333
"52",0.1
"53",0.1
"54",0.1
"55",0.0916666666666667
"56",0.0983333333333333
"57",0.1
"58",0.0916666666666667
"59",0.0983333333333333
"60",0.0983333333333333
"61",0.0916666666666667
"62",0.0983333333333333
"63",0.1
"64",0.1
"65",0.1
"66",0.1
"67",0.1
"68",0.0983333333333333
"69",0.0983333333333333
"70",0.101666666666667
"71",0.1
"72",0.0983333333333333
"73",0.1
"74",0.0983333333333333
"75",0.0983333333333333
"76",0.1
"77",0.1
"78",0.0983333333333333
"79",0.1
"80",0.1
"81",0.1
"82",0.0933333333333333
"83",0.0966666666666667
"84",0.101666666666667
"85",0.0933333333333333
"86",0.1
"87",0.1
"88",0.0933333333333333
"89",0.1
"90",0.0983333333333333
"91",0.0983333333333333
"92",0.0983333333333333
"93",0.0983333333333333
"94",0.0983333333333333
"95",0.1
"96",0.1
"97",0.1
"98",0.0983333333333333
"99",0.1
"100",0.0983333333333333
"101",0.1
"102",0.1
"103",0.0983333333333333
"104",0.0983333333333333
"105",0.0966666666666667
"106",0.0983333333333333
"107",0.0983333333333333
"108",0.0983333333333333
"109",0.0933333333333333
"110",0.0966666666666667
"111",0.101666666666667
"112",0.0933333333333333
"113",0.1
"114",0.1
"115",0.0933333333333333
"116",0.1
"117",0.0983333333333333
"118",0.0983333333333333
"119",0.0983333333333333
"120",0.0983333333333333
"121",0.0983333333333333
"122",0.1
"123",0.1
"124",0.1
"125",0.0983333333333333
"126",0.1
"127",0.0983333333333333
"128",0.1
"129",0.1
"130",0.0983333333333333
"131",0.0983333333333333
"132",0.0966666666666667
"133",0.0983333333333333
"134",0.0983333333333333
"135",0.0983333333333333
"136",0.0933333333333333
"137",0.0966666666666667
"138",0.101666666666667
"139",0.0933333333333333
"140",0.1
"141",0.1
"142",0.0933333333333333
"143",0.1
"144",0.0983333333333333
"145",0.0983333333333333
"146",0.0983333333333333
"147",0.0983333333333333
"148",0.0983333333333333
"149",0.1
"150",0.1
"151",0.1
"152",0.0983333333333333
"153",0.1
"154",0.0983333333333333
"155",0.1
"156",0.1
"157",0.0983333333333333
"158",0.0983333333333333
"159",0.0966666666666667
"160",0.0983333333333333
"161",0.0983333333333333
"162",0.0983333333333333
"163",0.095
"164",0.0983333333333333
"165",0.103333333333333
"166",0.095
"167",0.101666666666667
"168",0.101666666666667
"169",0.095
"170",0.101666666666667
"171",0.1
"172",0.1
"173",0.1
"174",0.1
"175",0.1
"176",0.101666666666667
"177",0.101666666666667
"178",0.101666666666667
"179",0.1
"180",0.101666666666667
"181",0.1
"182",0.101666666666667
"183",0.101666666666667
"184",0.1
"185",0.1
"186",0.0983333333333333
"187",0.1
"188",0.1
"189",0.1
"190",0.0933333333333333
"191",0.0966666666666667
"192",0.101666666666667
"193",0.0933333333333333
"194",0.1
"195",0.1
"196",0.0933333333333333
"197",0.1
"198",0.0983333333333333
"199",0.0983333333333333
"200",0.0983333333333333
"201",0.0983333333333333
"202",0.0983333333333333
"203",0.1
"204",0.1
"205",0.1
"206",0.0983333333333333
"207",0.1
"208",0.0983333333333333
"209",0.1
"210",0.1
"211",0.0983333333333333
"212",0.0983333333333333
"213",0.0966666666666667
"214",0.0983333333333333
"215",0.0983333333333333
"216",0.0983333333333333
"217",0.0933333333333333
"218",0.0966666666666667
"219",0.101666666666667
"220",0.0933333333333333
"221",0.1
"222",0.1
"223",0.0933333333333333
"224",0.1
"225",0.0983333333333333
"226",0.0983333333333333
"227",0.0983333333333333
"228",0.0983333333333333
"229",0.0983333333333333
"230",0.1
"231",0.1
"232",0.1
"233",0.0983333333333333
"234",0.1
"235",0.0983333333333333
"236",0.1
"237",0.1
"238",0.0983333333333333
"239",0.0983333333333333
"240",0.0966666666666667
"241",0.0983333333333333
"242",0.0983333333333333
"243",0.0983333333333333
"244",0.095
"245",0.0983333333333333
"246",0.103333333333333
"247",0.095
"248",0.101666666666667
"249",0.101666666666667
"250",0.095
"251",0.101666666666667
"252",0.1
"253",0.1
"254",0.1
"255",0.1
"256",0.1
"257",0.101666666666667
"258",0.101666666666667
"259",0.101666666666667
"260",0.1
"261",0.101666666666667
"262",0.1
"263",0.101666666666667
"264",0.101666666666667
"265",0.1
"266",0.1
"267",0.0983333333333333
"268",0.1
"269",0.1
"270",0.1
"271",0.095
"272",0.0983333333333333
"273",0.103333333333333
"274",0.095
"275",0.101666666666667
"276",0.101666666666667
"277",0.095
"278",0.101666666666667
"279",0.1
"280",0.1
"281",0.1
"282",0.1
"283",0.1
"284",0.101666666666667
"285",0.101666666666667
"286",0.101666666666667
"287",0.1
"288",0.101666666666667
"289",0.1
"290",0.101666666666667
"291",0.101666666666667
