"","x"
"1",0.108333333333333
"2",0.106666666666667
"3",0.106666666666667
"4",0.106666666666667
"5",0.106666666666667
"6",0.106666666666667
"7",0.108333333333333
"8",0.106666666666667
"9",0.106666666666667
"10",0.105
"11",0.108333333333333
"12",0.106666666666667
"13",0.108333333333333
"14",0.106666666666667
"15",0.106666666666667
"16",0.106666666666667
"17",0.106666666666667
"18",0.106666666666667
"19",0.108333333333333
"20",0.106666666666667
"21",0.106666666666667
"22",0.105
"23",0.108333333333333
"24",0.106666666666667
"25",0.105
"26",0.103333333333333
"27",0.103333333333333
"28",0.103333333333333
"29",0.103333333333333
"30",0.103333333333333
"31",0.105
"32",0.103333333333333
"33",0.103333333333333
"34",0.101666666666667
"35",0.105
"36",0.103333333333333
"37",0.106666666666667
"38",0.105
"39",0.105
"40",0.105
"41",0.105
"42",0.105
"43",0.106666666666667
"44",0.105
"45",0.105
"46",0.103333333333333
"47",0.106666666666667
"48",0.105
"49",0.106666666666667
"50",0.105
"51",0.105
"52",0.105
"53",0.105
"54",0.105
"55",0.106666666666667
"56",0.105
"57",0.105
"58",0.103333333333333
"59",0.106666666666667
"60",0.105
"61",0.106666666666667
"62",0.105
"63",0.105
"64",0.105
"65",0.105
"66",0.105
"67",0.106666666666667
"68",0.105
"69",0.105
"70",0.103333333333333
"71",0.106666666666667
"72",0.105
"73",0.108333333333333
"74",0.106666666666667
"75",0.106666666666667
"76",0.106666666666667
"77",0.106666666666667
"78",0.106666666666667
"79",0.108333333333333
"80",0.106666666666667
"81",0.106666666666667
"82",0.105
"83",0.108333333333333
"84",0.106666666666667
"85",0.106666666666667
"86",0.105
"87",0.105
"88",0.105
"89",0.105
"90",0.105
"91",0.106666666666667
"92",0.105
"93",0.105
"94",0.103333333333333
"95",0.106666666666667
"96",0.105
"97",0.106666666666667
"98",0.105
"99",0.105
"100",0.105
"101",0.105
"102",0.105
"103",0.106666666666667
"104",0.105
"105",0.105
"106",0.103333333333333
"107",0.106666666666667
"108",0.105
"109",0.108333333333333
"110",0.106666666666667
"111",0.106666666666667
"112",0.106666666666667
"113",0.106666666666667
"114",0.106666666666667
"115",0.108333333333333
"116",0.106666666666667
"117",0.106666666666667
"118",0.105
"119",0.108333333333333
"120",0.106666666666667
"121",0.108333333333333
"122",0.106666666666667
"123",0.106666666666667
"124",0.106666666666667
"125",0.106666666666667
"126",0.106666666666667
"127",0.108333333333333
"128",0.106666666666667
"129",0.106666666666667
"130",0.105
"131",0.108333333333333
"132",0.106666666666667
"133",0.108333333333333
"134",0.106666666666667
"135",0.106666666666667
"136",0.106666666666667
"137",0.106666666666667
"138",0.106666666666667
"139",0.108333333333333
"140",0.106666666666667
"141",0.106666666666667
"142",0.105
"143",0.108333333333333
"144",0.106666666666667
"145",0.108333333333333
"146",0.106666666666667
"147",0.106666666666667
"148",0.106666666666667
"149",0.106666666666667
"150",0.106666666666667
"151",0.108333333333333
"152",0.106666666666667
"153",0.106666666666667
"154",0.105
"155",0.108333333333333
"156",0.106666666666667
"157",0.108333333333333
"158",0.106666666666667
"159",0.106666666666667
"160",0.106666666666667
"161",0.106666666666667
"162",0.106666666666667
"163",0.108333333333333
"164",0.106666666666667
"165",0.106666666666667
"166",0.105
"167",0.108333333333333
"168",0.106666666666667
"169",0.108333333333333
"170",0.106666666666667
"171",0.106666666666667
"172",0.106666666666667
"173",0.106666666666667
"174",0.106666666666667
"175",0.108333333333333
"176",0.106666666666667
"177",0.106666666666667
"178",0.105
"179",0.108333333333333
"180",0.106666666666667
"181",0.108333333333333
"182",0.106666666666667
"183",0.106666666666667
"184",0.106666666666667
"185",0.106666666666667
"186",0.106666666666667
"187",0.108333333333333
"188",0.106666666666667
"189",0.106666666666667
"190",0.105
"191",0.108333333333333
"192",0.106666666666667
"193",0.108333333333333
"194",0.106666666666667
"195",0.106666666666667
"196",0.106666666666667
"197",0.106666666666667
"198",0.106666666666667
"199",0.108333333333333
"200",0.106666666666667
"201",0.106666666666667
"202",0.105
"203",0.108333333333333
"204",0.106666666666667
"205",0.108333333333333
"206",0.106666666666667
"207",0.106666666666667
"208",0.106666666666667
"209",0.106666666666667
"210",0.106666666666667
"211",0.108333333333333
"212",0.106666666666667
"213",0.106666666666667
"214",0.105
"215",0.108333333333333
"216",0.106666666666667
"217",0.108333333333333
"218",0.106666666666667
"219",0.106666666666667
"220",0.106666666666667
"221",0.106666666666667
"222",0.106666666666667
"223",0.108333333333333
"224",0.106666666666667
"225",0.106666666666667
"226",0.105
"227",0.108333333333333
"228",0.106666666666667
"229",0.106666666666667
"230",0.105
"231",0.105
"232",0.105
